start,end,text
787.376,787.56,these
787.6,787.976,alkali
788.008,788.352,metals
788.416,788.616,can
788.648,788.888,react
788.944,789.584,vigorously
789.632,789.816,with
789.848,790.42,water.
791.68,791.992,In
792.016,792.32,"fact,"
792.4,792.656,they're
792.688,793.392,exothermic.
793.456,793.68,They
793.72,794.04,generate
794.08,794.208,a
794.224,794.304,lot
794.312,794.456,of
794.488,795.1,heat.
796.04,796.816,"Lithium,"
796.968,797.28,because
797.32,797.472,it
797.496,797.608,has
797.624,797.752,a
797.776,797.96,higher
798.0,798.32,melting
798.36,798.94,"point,"
799.84,800.216,it's
800.248,800.344,going
800.352,800.472,to
800.496,800.68,take
800.72,800.872,a
800.896,801.16,longer
801.2,801.4,time
801.44,801.592,for
801.616,801.728,it
801.744,801.848,to
801.864,802.472,melt.
802.616,803.576,Cesium
803.768,804.12,is
804.16,804.336,going
804.368,804.536,to
804.568,804.76,enter
804.8,804.928,the
804.944,805.224,molten
805.272,805.504,state
805.552,805.688,a
805.704,805.856,lot
805.888,806.46,faster
806.8,807.136,than
807.168,807.56,"lithium,"
807.64,807.88,because
807.92,808.048,the
808.064,808.32,melting
808.36,808.512,point
808.536,808.648,is
808.664,808.816,so
808.848,809.016,much
809.048,809.402,"more,"
809.496,809.678,it's
809.694,809.822,so
809.846,810.006,much
810.038,810.69,lower.
811.63,811.942,As
811.966,812.078,a
812.094,812.65,"result,"
813.35,813.662,when
813.686,813.798,it
813.814,814.102,enters
814.126,814.286,the
814.318,814.662,molten
814.726,815.118,"state,"
815.214,815.486,it's
815.518,815.662,going
815.686,815.798,to
815.814,815.918,have
815.934,816.038,a
816.054,816.326,greater
816.358,816.67,surface
816.71,817.318,area.
817.494,817.806,So
817.838,818.022,there's
818.046,818.134,going
818.142,818.214,to
818.222,818.342,be
818.366,818.574,more
818.622,818.974,contact
819.062,819.718,between
819.894,820.23,the
820.27,820.558,atoms
820.574,820.702,of
820.726,821.49,cesium
822.59,823.022,and
823.086,823.262,the
823.286,823.47,water
823.51,824.41,molecules.
825.87,826.182,So
826.206,826.366,with
826.398,826.59,that
826.63,827.006,increased
827.038,827.374,surface
827.422,827.99,area
828.15,828.542,leads
828.566,828.678,to
828.694,828.894,an
828.942,829.39,increased
829.43,829.918,reaction
829.974,830.57,rate.
831.67,832.222,And
832.326,832.542,as
832.566,832.702,the
832.726,833.086,reaction
833.118,833.534,proceeds
833.582,834.262,"faster,"
834.446,834.806,it's
834.838,834.982,going
835.006,835.166,to
835.198,835.534,generate
835.582,835.838,even
835.894,836.086,more
836.118,836.65,"heat,"
836.79,837.09,which
837.13,837.69,will
837.85,838.266,further
838.338,839.21,accelerate
839.33,839.586,the
839.618,839.762,rate
839.786,839.97,of
840.01,840.618,"reaction,"
840.714,840.97,because
841.01,841.138,when
841.154,841.282,the
841.306,841.594,temperature
841.642,841.89,goes
841.93,842.51,"up,"
843.09,843.402,the
843.426,843.562,rate
843.586,843.698,of
843.714,843.818,the
843.834,844.314,reaction
844.362,844.57,goes
844.61,844.762,up
844.786,844.922,as
844.946,845.51,well.
846.13,846.442,And
846.466,846.65,so
846.69,846.818,all
846.834,846.986,of
847.018,847.186,these
847.218,848.03,factors
848.61,849.018,will
849.074,849.41,increase
849.49,849.706,the
849.738,849.93,rate
849.97,850.122,at
850.146,850.33,which
850.37,850.906,cesium
850.978,851.362,reacts
851.386,851.522,with
851.546,852.114,water.
852.282,852.61,But
852.65,853.01,"primarily,"
853.05,853.242,it's
853.266,853.378,due
853.394,853.498,to
853.514,853.618,the
853.634,853.786,fact
853.818,853.938,that
853.954,854.082,it
854.106,854.218,has
854.234,854.338,a
854.354,854.458,low
854.474,854.794,molten
854.842,855.506,"point,"
855.698,856.002,and
856.026,856.186,so
856.218,856.338,it
856.354,856.458,can
856.474,856.674,enter
856.722,856.834,a
856.842,857.114,molten
857.162,857.37,state
857.41,858.03,"faster,"
858.77,859.106,and
859.138,859.306,that's
859.338,859.578,why
859.634,859.778,it
859.794,859.922,can
859.946,860.154,react
860.202,860.79,faster.
861.33,861.77,Metals
861.81,861.938,in
861.954,862.034,a
862.042,862.338,molten
862.394,862.658,state
862.714,862.882,will
862.906,863.114,react
863.162,863.458,faster
863.514,863.682,than
863.706,863.994,metals
864.042,864.178,in
864.194,864.298,a
864.314,864.61,solid
864.65,865.23,state.
868.63,868.966,The
868.998,869.286,standard
869.318,869.686,reduction
869.718,870.062,potential
870.126,870.302,for
870.326,870.806,lithium
870.918,871.166,we
871.198,871.526,"mentioned,"
871.558,871.678,it
871.694,871.87,was
871.91,872.174,negative
872.222,873.158,3.5
873.214,873.798,volts.
873.934,874.206,For
874.238,875.046,"cesium,"
875.238,875.614,it's
875.662,875.934,negative
875.982,877.062,3.2
877.126,877.81,volts.
878.83,879.214,So
879.262,879.446,even
879.478,879.646,though
879.678,880.23,lithium
880.35,880.582,is
880.606,880.718,the
880.734,881.062,stronger
881.086,881.47,reducing
881.51,881.806,agent
881.838,882.006,than
882.038,882.77,"cesium,"
883.67,884.102,because
884.166,884.55,cesium
884.59,884.766,is
884.798,885.07,bigger
885.11,885.238,and
885.254,885.454,because
885.502,885.638,it
885.654,885.758,has
885.774,885.878,a
885.894,886.062,lower
886.086,886.35,melting
886.39,886.974,"point,"
887.142,887.422,it
887.446,887.662,turns
887.686,887.798,out
887.814,888.014,that
888.062,888.85,cesium
889.19,889.702,reacts
889.726,889.91,with
889.95,890.222,water
890.286,890.438,a
890.454,890.606,lot
890.638,891.25,faster.
892.65,892.962,But
892.986,893.074,a
893.082,893.25,big
893.29,893.514,reason
893.562,893.722,is
893.746,893.858,due
893.874,893.978,to
893.994,894.098,the
894.114,894.266,fact
894.298,894.634,that
894.722,894.898,it
894.914,895.042,has
895.066,895.154,a
895.162,895.282,low
895.306,895.57,melting
895.61,896.074,point
896.202,896.442,and
896.466,896.626,so
896.658,896.778,it
896.794,896.946,can
896.978,897.306,quickly
897.338,897.506,enter
897.538,897.658,the
897.674,897.954,molten
898.002,898.59,state.
899.37,899.826,"Thus,"
899.898,900.154,increase
900.202,900.338,in
900.354,900.458,the
900.474,900.794,surface
900.842,901.458,"area,"
901.634,902.018,increase
902.074,902.194,in
902.202,902.298,the
902.314,902.418,rate
902.434,902.514,of
902.522,902.618,the
902.634,903.47,"reaction,"
904.21,904.618,and
904.674,904.818,as
904.834,904.938,the
904.954,905.282,reaction
905.306,905.682,proceeds
905.706,906.33,"faster,"
906.49,906.81,more
906.85,907.002,heat
907.026,907.21,is
907.25,907.97,"generated,"
908.13,908.402,the
908.426,908.714,temperature
908.762,908.986,goes
909.018,909.186,up
909.218,909.914,"rapidly,"
910.042,910.498,which
910.594,910.97,also
911.05,911.386,further
911.458,912.394,accelerates
912.522,912.762,the
912.786,912.97,rate
913.01,913.162,at
913.186,913.634,which
913.762,914.002,the
914.026,914.346,reaction
914.378,915.23,proceeds.
915.65,915.938,So
915.954,916.058,what
916.074,916.178,you
916.194,916.298,need
916.314,916.418,to
916.434,916.538,know
916.554,916.658,is
916.674,916.826,that
916.858,917.002,as
917.026,917.114,you
917.122,917.242,go
917.266,917.426,down
917.458,917.578,the
917.594,918.15,"group,"
918.66,918.972,the
918.996,919.324,melting
919.372,919.628,point
919.684,920.48,"decreases,"
920.98,921.292,and
921.316,921.476,so
921.508,921.652,the
921.676,922.68,reactivity
923.3,923.756,of
923.828,924.012,the
924.036,924.396,alkali
924.428,925.08,metals
925.38,925.74,will
925.78,926.36,increase.
928.98,929.292,So
929.316,929.492,that's
929.516,929.78,basically
929.82,929.972,it
929.996,930.108,for
930.124,930.252,this
930.276,930.676,video.
930.788,931.196,"Hopefully,"
931.228,931.348,it
931.364,931.54,gave
931.58,931.828,you
931.884,932.028,a
932.044,932.172,good
932.196,932.74,introduction
932.78,932.956,into
932.988,933.132,the
933.156,933.868,properties
934.004,934.324,of
934.372,934.716,alkaline
934.748,934.9,metals.
